temperature_c,load_percentage,voltage_lv,current_a,ambient_temperature,age_years,rated_kva,risk_label
121.93,137.51,339.4,1168.5,20.0,15,500,2
27.18,25.98,410.9,37.2,25.0,3,100,0
24.71,67.32,404.1,962.2,15.0,3,1000,0
41.99,63.9,406.2,453.4,30.0,8,500,0
55.12,73.42,402.2,104.4,40.0,10,100,0
47.0,44.92,408.0,316.3,35.0,15,500,0
23.15,40.34,410.8,568.8,15.0,10,1000,0
36.83,57.04,405.9,201.3,25.0,10,250,0
35.98,30.66,409.5,216.0,25.0,20,500,0
43.93,27.95,409.2,395.4,30.0,25,1000,0
22.82,26.99,410.7,37.5,15.0,12,100,0
41.36,43.55,407.5,308.4,25.0,25,500,0
24.47,48.44,408.8,343.1,15.0,8,500,0
40.05,20.09,410.4,69.3,35.0,8,250,0
103.15,133.31,342.6,2245.0,20.0,3,1000,2
39.65,63.14,404.2,224.9,30.0,5,250,0
45.61,88.51,386.4,1325.4,15.0,2,1000,1
34.73,37.53,410.5,527.5,20.0,25,1000,0
37.08,36.0,411.2,124.8,30.0,10,250,0
111.81,123.62,349.7,509.0,40.0,2,250,2
73.67,88.04,383.4,1328.0,25.0,25,1000,1
38.98,68.9,402.8,247.0,25.0,8,250,0
66.93,89.33,386.0,1335.3,20.0,25,1000,1
56.31,58.44,408.1,413.6,40.0,20,500,0
41.06,57.26,408.1,404.6,25.0,20,500,0
45.37,42.58,410.5,150.8,40.0,2,250,0
50.28,52.75,407.1,373.4,35.0,20,500,0
21.98,21.82,413.3,75.0,20.0,2,250,0
121.91,111.29,356.0,1805.3,35.0,25,1000,2
31.72,46.6,407.0,662.1,15.0,25,1000,0
43.97,83.31,387.9,619.8,20.0,2,500,1
124.4,139.44,338.3,596.7,35.0,2,250,2
37.08,22.24,410.1,77.2,35.0,3,250,0
61.66,65.83,405.9,467.4,40.0,25,500,0
29.55,37.85,408.4,536.2,25.0,2,1000,0
40.67,42.39,407.8,59.0,30.0,15,100,0
69.29,81.46,388.2,303.8,30.0,20,250,1
48.44,56.84,406.1,806.3,35.0,12,1000,0
37.4,60.21,404.1,861.4,20.0,20,1000,0
38.49,63.03,404.3,91.5,30.0,3,100,0
53.19,59.68,405.4,211.4,40.0,12,250,0
122.92,126.67,346.5,528.3,25.0,20,250,2
92.35,125.91,347.5,1045.0,20.0,2,500,2
23.58,53.98,406.9,191.0,15.0,5,250,0
47.64,43.98,407.7,157.1,40.0,8,250,0
24.88,37.97,408.7,132.6,20.0,5,250,0
36.69,35.4,410.6,248.9,30.0,10,500,0
21.11,26.28,410.0,370.0,20.0,1,1000,0
36.71,69.73,405.7,101.2,15.0,25,100,0
30.85,46.53,407.9,64.5,25.0,3,100,0
60.85,92.3,382.2,138.7,25.0,10,100,1
33.86,58.31,408.1,414.2,20.0,15,500,0
40.73,21.02,410.3,31.0,30.0,20,100,0
41.73,49.55,406.4,174.1,25.0,25,250,0
39.6,47.2,406.2,66.7,30.0,12,100,0
33.96,37.01,409.9,53.4,30.0,2,100,0
39.48,47.89,408.8,171.0,35.0,1,250,0
43.06,37.58,407.6,131.5,30.0,20,250,0
25.16,41.96,410.7,293.5,20.0,3,500,0
39.22,21.68,410.8,305.1,35.0,5,1000,0
32.4,46.48,406.5,64.4,20.0,15,100,0
76.66,88.78,385.6,662.4,30.0,25,500,1
50.51,43.5,410.0,153.3,35.0,25,250,0
110.77,119.71,350.3,984.2,15.0,25,500,2
23.93,21.81,410.0,77.2,15.0,15,250,0
37.31,31.55,412.2,111.9,30.0,10,250,0
25.5,39.68,410.8,139.3,20.0,3,250,0
65.74,80.39,387.5,598.3,35.0,12,500,1
22.14,53.58,407.9,77.7,15.0,3,100,0
118.08,133.88,341.1,1131.6,20.0,15,500,2
90.68,119.85,349.4,200.4,15.0,10,100,2
111.09,132.11,340.3,2242.9,30.0,3,1000,2
24.33,44.67,409.1,155.9,15.0,10,250,0
25.33,69.48,404.1,248.2,15.0,3,250,0
68.0,93.08,384.1,1400.3,20.0,20,1000,1
30.2,69.83,403.0,999.4,15.0,10,1000,0
24.65,37.93,408.4,53.0,20.0,2,100,0
102.56,123.24,348.5,2039.0,30.0,5,1000,2
39.02,32.79,409.6,116.1,35.0,2,250,0
77.92,102.76,378.5,1568.8,35.0,8,1000,1
33.57,38.63,411.1,135.6,30.0,1,250,0
100.65,118.06,348.9,194.8,30.0,5,100,2
82.07,98.74,381.8,147.2,40.0,10,100,1
44.48,51.74,407.2,364.9,35.0,10,500,0
25.97,52.15,405.5,183.8,20.0,3,250,0
38.95,39.18,407.7,278.0,35.0,3,500,0
23.61,46.01,408.9,649.6,15.0,10,1000,0
42.37,57.35,406.0,816.0,25.0,20,1000,0
32.01,45.94,407.1,63.3,20.0,15,100,0
46.13,42.45,409.4,597.2,35.0,15,1000,0
29.28,61.87,407.6,877.6,20.0,5,1000,0
35.93,57.32,405.1,406.9,25.0,10,500,0
42.17,42.93,410.3,605.3,35.0,8,1000,0
40.42,32.57,410.7,459.1,35.0,5,1000,0
30.26,50.84,407.0,360.1,25.0,1,500,0
19.38,38.0,409.6,133.1,15.0,2,250,0
26.1,38.17,410.1,267.6,20.0,5,500,0
30.32,41.17,410.1,289.2,25.0,3,500,0
31.12,69.35,403.4,247.8,15.0,12,250,0
41.88,47.48,409.7,334.6,35.0,5,500,0
21.79,51.57,408.0,729.8,15.0,1,1000,0
48.24,59.23,407.7,419.0,40.0,3,500,0
49.95,63.25,404.3,902.8,40.0,3,1000,0
30.18,70.98,405.0,253.0,15.0,12,250,0
32.94,63.96,406.9,225.1,20.0,10,250,0
113.0,124.12,347.5,2064.9,35.0,8,1000,2
125.32,134.87,338.9,227.2,40.0,3,100,2
24.55,38.97,408.3,550.5,20.0,3,1000,0
55.03,62.29,406.0,88.5,40.0,15,100,0
43.18,73.1,404.9,519.8,20.0,25,500,0
46.09,39.22,410.3,136.1,40.0,8,250,0
55.8,91.77,383.2,690.0,25.0,1,500,1
44.72,30.49,409.6,43.9,30.0,25,100,0
44.14,20.05,410.3,70.2,30.0,25,250,0
41.74,74.24,402.1,105.5,30.0,2,100,0
26.75,42.27,406.8,60.8,20.0,5,100,0
71.41,92.03,383.2,1386.2,35.0,10,1000,1
102.78,120.15,349.3,494.8,20.0,15,250,2
27.62,74.09,404.6,105.0,15.0,2,100,0
33.03,27.44,412.5,94.6,25.0,15,250,0
17.45,21.98,409.9,154.3,15.0,3,500,0
118.79,124.21,345.4,2078.4,35.0,12,1000,2
35.26,32.49,410.4,457.4,25.0,15,1000,0
19.18,41.57,409.6,146.0,15.0,2,250,0
41.05,48.7,406.7,690.3,35.0,3,1000,0
36.38,68.89,404.5,492.3,25.0,5,500,0
124.56,128.1,344.3,214.1,40.0,8,100,2
49.15,73.3,403.3,262.0,35.0,8,250,0
31.41,55.73,407.1,789.5,20.0,12,1000,0
57.52,81.72,387.1,611.2,30.0,3,500,1
29.77,61.48,403.9,438.5,15.0,15,500,0
29.83,21.4,411.3,73.2,25.0,8,250,0
127.01,136.45,339.8,229.6,35.0,8,100,2
22.69,30.52,411.5,42.4,15.0,12,100,0
29.35,34.89,410.6,49.8,20.0,15,100,0
21.47,25.33,412.8,89.3,15.0,10,250,0
44.13,34.49,409.6,48.5,40.0,2,100,0
44.54,68.38,403.6,99.5,25.0,20,100,0
40.14,50.61,406.3,178.2,30.0,12,250,0
110.13,139.5,339.4,2373.2,20.0,3,1000,2
75.22,100.38,380.8,152.0,40.0,1,100,1
48.36,40.94,409.8,575.7,35.0,20,1000,0
41.38,74.6,402.0,266.7,25.0,10,250,0
52.78,55.22,405.6,392.1,40.0,15,500,0
42.99,59.65,406.8,846.9,25.0,20,1000,0
46.35,56.32,405.4,402.4,40.0,1,500,0
42.78,53.99,408.4,381.6,35.0,5,500,0
105.44,118.52,352.2,193.7,40.0,3,100,2
47.73,48.29,407.2,342.5,40.0,5,500,0
49.02,93.42,382.7,350.6,15.0,2,250,1
47.74,58.07,405.3,412.4,40.0,2,500,0
35.52,54.83,406.0,778.7,25.0,8,1000,0
46.81,46.95,406.6,166.9,30.0,25,250,0
61.44,99.21,381.5,1500.4,25.0,3,1000,1
22.8,29.17,408.8,411.4,20.0,1,1000,0
66.61,82.12,387.5,121.0,40.0,5,100,1
38.63,30.6,412.3,427.4,30.0,12,1000,0
92.19,122.38,349.3,2021.7,20.0,5,1000,2
29.06,50.02,407.2,176.9,20.0,10,250,0
29.03,41.99,409.1,295.1,20.0,10,500,0
82.79,89.72,380.7,341.5,35.0,25,250,1
26.69,73.0,402.7,262.7,15.0,1,250,0
36.86,50.56,408.5,715.0,25.0,15,1000,0
90.0,117.56,352.5,960.0,25.0,1,500,2
52.29,72.63,405.4,103.6,35.0,15,100,0
46.07,43.7,408.1,616.8,30.0,25,1000,0
60.37,59.34,406.0,85.4,40.0,25,100,0
85.39,115.05,350.1,471.3,20.0,5,250,2
17.4,20.54,412.0,144.8,15.0,2,500,0
34.5,69.78,403.6,250.8,20.0,8,250,0
56.06,66.91,406.3,477.2,40.0,15,500,0
60.48,82.5,386.0,310.2,20.0,20,250,1
101.99,116.79,350.5,1926.6,25.0,12,1000,2
44.98,48.76,407.4,692.0,40.0,2,1000,0
41.72,54.2,405.2,192.6,35.0,3,250,0
33.84,67.13,406.7,96.8,20.0,8,100,0
55.12,41.55,409.2,292.0,40.0,25,500,0
49.16,53.06,407.6,373.8,40.0,8,500,0
50.91,74.9,405.1,532.4,30.0,20,500,0
44.14,57.55,404.8,84.0,25.0,25,100,0
35.78,71.58,403.7,511.0,25.0,2,500,0
32.84,20.07,413.2,29.7,30.0,5,100,0
25.13,70.72,404.3,251.1,15.0,1,250,0
46.15,71.99,405.9,1023.3,30.0,10,1000,0
42.07,30.59,409.4,108.4,40.0,1,250,0
45.48,69.56,406.0,98.3,35.0,2,100,0
44.13,72.99,405.5,103.4,30.0,5,100,0
49.32,62.53,407.6,884.7,40.0,1,1000,0
39.45,40.09,409.6,281.7,35.0,3,500,0
40.19,47.97,409.1,67.7,30.0,12,100,0
40.91,51.3,408.7,182.6,30.0,12,250,0
87.71,104.05,378.8,790.5,30.0,25,500,1
55.79,65.79,407.0,93.4,40.0,15,100,0
22.89,34.27,410.7,46.7,15.0,12,100,0
124.54,134.53,341.2,224.9,40.0,1,100,2
17.82,24.92,411.2,34.0,15.0,5,100,0
149.43,131.62,341.2,1113.3,40.0,25,500,2
28.29,29.1,411.4,408.2,15.0,25,1000,0
57.66,92.96,381.6,703.8,20.0,8,500,1
76.64,98.23,381.2,1490.6,40.0,5,1000,1
103.77,136.15,341.2,227.9,20.0,1,100,2
34.67,31.46,408.4,110.6,20.0,25,250,0
37.03,54.48,405.5,194.1,30.0,1,250,0
20.48,36.03,411.1,49.9,15.0,5,100,0
43.75,59.46,405.6,845.9,30.0,12,1000,0
43.86,50.88,408.2,70.1,35.0,8,100,0
63.76,80.22,386.0,300.9,40.0,2,250,1
33.69,52.82,407.5,187.2,25.0,8,250,0
45.67,48.94,407.4,346.9,35.0,10,500,0
45.27,50.67,405.8,720.5,40.0,2,1000,0
40.94,74.5,404.9,1063.5,25.0,8,1000,0
56.43,42.1,409.0,295.8,40.0,25,500,0
32.96,55.0,407.5,777.8,15.0,25,1000,0
131.17,137.25,337.5,234.5,15.0,25,100,2
51.15,39.29,408.4,554.2,35.0,25,1000,0
39.34,54.39,406.8,770.7,20.0,25,1000,0
113.38,125.98,344.2,2112.2,40.0,3,1000,2
56.19,92.12,385.3,1382.1,15.0,12,1000,1
32.01,61.04,407.1,215.5,25.0,1,250,0
40.01,36.37,410.0,256.2,35.0,3,500,0
36.85,59.78,405.3,213.8,30.0,1,250,0
72.46,95.22,384.6,140.5,25.0,20,100,1
125.94,135.8,342.5,1145.1,20.0,20,500,2
36.04,40.5,408.6,284.6,20.0,25,500,0
41.89,70.7,405.8,251.4,25.0,15,250,0
123.53,131.01,340.1,225.3,30.0,12,100,2
29.35,21.77,413.3,32.3,25.0,5,100,0
65.08,89.44,386.0,335.9,35.0,2,250,1
48.27,92.38,381.5,1395.6,15.0,3,1000,1
43.0,70.62,406.0,252.5,30.0,8,250,0
38.79,66.42,403.7,238.9,25.0,10,250,0
92.91,129.29,340.9,549.4,15.0,2,250,2
33.64,68.04,406.0,241.1,20.0,10,250,0
36.35,44.49,410.0,63.0,20.0,25,100,0
45.99,57.75,408.1,410.2,35.0,8,500,0
46.63,21.15,410.3,31.5,35.0,20,100,0
87.36,120.34,348.3,499.0,20.0,1,250,2
48.78,63.15,407.1,448.4,40.0,1,500,0
36.18,22.39,411.4,33.1,25.0,20,100,0
28.76,39.86,408.0,281.2,25.0,3,500,0
42.37,74.4,405.8,263.8,25.0,12,250,0
27.91,62.89,406.2,447.5,20.0,1,500,0
79.9,110.55,353.8,180.5,20.0,5,100,2
78.32,99.7,379.9,377.1,35.0,12,250,1
19.76,41.74,409.1,295.7,15.0,1,500,0
35.14,51.46,406.7,74.0,30.0,1,100,0
27.2,54.05,405.8,386.0,20.0,1,500,0
43.67,61.72,405.2,881.0,30.0,12,1000,0
33.51,36.07,410.8,49.0,25.0,12,100,0
44.61,63.59,405.1,225.9,35.0,2,250,0
50.82,54.75,407.2,195.6,40.0,10,250,0
63.61,93.47,383.5,1407.7,25.0,12,1000,1
40.52,71.34,406.1,505.2,25.0,10,500,0
51.92,24.16,412.3,82.7,40.0,20,250,0
44.14,65.23,407.0,463.7,35.0,3,500,0
37.56,72.97,402.9,105.1,25.0,3,100,0
36.14,51.26,408.0,724.8,25.0,10,1000,0
63.48,81.66,385.4,1225.4,40.0,1,1000,1
39.13,40.57,410.0,57.0,30.0,12,100,0
36.4,40.41,408.7,283.9,25.0,15,500,0
53.62,36.73,409.6,53.3,40.0,20,100,0
41.15,74.43,402.3,1069.0,25.0,12,1000,0
37.75,70.0,403.4,249.4,15.0,25,250,0
98.22,119.03,350.2,1960.6,25.0,8,1000,2
45.32,42.38,410.4,59.0,30.0,25,100,0
59.03,82.89,386.5,307.0,30.0,5,250,1
32.25,28.1,410.0,395.3,25.0,10,1000,0
56.86,89.85,384.1,677.5,20.0,10,500,1
132.2,117.1,349.5,192.3,40.0,25,100,2
38.81,29.52,412.3,102.1,35.0,5,250,0
57.65,94.04,385.0,705.4,15.0,15,500,1
31.59,22.56,411.0,79.8,20.0,20,250,0
27.46,27.52,411.4,388.0,25.0,2,1000,0
37.16,57.53,406.3,817.1,20.0,20,1000,0
27.39,63.89,405.5,909.6,15.0,8,1000,0
119.81,136.25,339.8,1160.0,35.0,2,500,2
28.74,39.4,407.1,140.5,20.0,12,250,0
78.66,99.91,379.0,763.9,25.0,25,500,1
44.07,64.07,407.0,452.8,30.0,10,500,0
41.22,73.55,405.9,523.4,20.0,20,500,0
42.31,31.59,410.7,45.3,40.0,1,100,0
47.07,28.2,410.2,99.9,40.0,10,250,0
53.46,45.11,409.0,159.8,40.0,20,250,0
46.06,45.78,410.1,321.0,35.0,12,500,0
102.45,116.99,349.9,485.1,35.0,5,250,2
34.16,60.62,404.4,866.6,20.0,12,1000,0
47.88,69.68,402.8,498.1,25.0,25,500,0
52.71,74.2,405.2,265.9,35.0,12,250,0
32.75,55.5,408.0,80.1,15.0,25,100,0
118.28,129.38,345.5,543.5,40.0,1,250,2
24.78,45.62,406.3,325.3,20.0,2,500,0
39.53,29.71,408.8,209.1,25.0,25,500,0
24.66,45.26,409.1,159.9,20.0,3,250,0
36.87,63.67,406.6,451.7,25.0,8,500,0
27.41,60.28,407.1,429.1,15.0,12,500,0
17.75,25.97,409.3,38.1,15.0,2,100,0
40.49,69.27,404.0,496.0,30.0,1,500,0
34.71,33.6,410.8,471.4,30.0,3,1000,0
42.98,71.79,402.7,1029.8,20.0,25,1000,0
40.72,41.4,408.1,147.1,35.0,3,250,0
32.67,28.72,411.5,201.2,30.0,3,500,0
46.88,56.73,406.2,401.2,40.0,1,500,0
110.54,113.85,349.5,472.1,30.0,20,250,2
61.04,94.34,380.9,356.5,25.0,5,250,1
53.05,65.1,406.7,922.6,40.0,10,1000,0
86.28,99.51,381.0,1510.6,40.0,15,1000,1
43.12,23.0,413.4,82.0,35.0,15,250,0
115.22,122.14,348.0,1011.0,30.0,15,500,2
45.68,73.69,403.5,263.3,25.0,20,250,0
34.52,71.72,404.1,1025.8,20.0,10,1000,0
37.27,32.65,409.0,459.6,35.0,2,1000,0
35.95,44.58,407.2,630.6,25.0,12,1000,0
64.24,101.96,379.1,386.9,25.0,3,250,1
48.58,44.83,409.3,159.9,35.0,20,250,0
84.7,120.37,350.9,1980.8,15.0,5,1000,2
38.37,64.35,404.6,459.5,20.0,20,500,0
43.39,62.44,407.3,884.2,35.0,2,1000,0
28.78,22.35,413.0,157.7,20.0,15,500,0
22.86,25.44,412.9,357.0,20.0,5,1000,0
31.58,52.19,407.4,368.0,25.0,3,500,0
43.02,34.33,407.9,47.3,35.0,12,100,0
20.33,43.9,407.3,62.5,15.0,1,100,0
63.24,87.33,385.3,1306.8,15.0,25,1000,1
20.98,44.14,406.6,626.7,15.0,3,1000,0
130.82,127.55,343.3,2147.5,40.0,15,1000,2
73.19,99.17,380.4,755.4,20.0,25,500,1
46.49,42.74,409.0,60.0,35.0,15,100,0
60.68,74.27,403.1,266.5,40.0,20,250,0
117.91,132.38,342.4,2231.3,35.0,5,1000,2
50.1,68.57,403.6,245.7,35.0,12,250,0
35.07,46.76,407.5,68.0,25.0,10,100,0
71.41,84.01,387.6,125.7,30.0,20,100,1
48.93,34.32,409.6,242.2,40.0,15,500,0
44.42,36.38,409.0,51.4,40.0,3,100,0
48.6,30.88,409.1,43.4,40.0,15,100,0
40.22,27.74,412.7,386.2,35.0,8,1000,0
49.21,27.17,409.2,95.7,35.0,25,250,0
98.05,129.28,345.9,2157.3,15.0,8,1000,2
41.79,22.62,412.7,78.5,30.0,20,250,0
30.65,50.04,408.9,705.0,25.0,2,1000,0
26.86,50.9,408.3,73.9,15.0,15,100,0
84.92,97.79,378.6,1493.3,40.0,12,1000,1
100.91,120.85,347.3,197.9,20.0,12,100,2
49.3,25.37,411.8,34.7,40.0,15,100,0
42.97,24.7,410.9,346.2,40.0,2,1000,0
74.63,100.77,381.1,383.8,20.0,25,250,1
45.99,27.29,408.9,386.9,40.0,10,1000,0
49.32,70.02,406.4,249.8,35.0,10,250,0
35.58,60.15,407.4,852.5,15.0,25,1000,0
45.03,43.74,408.3,62.3,40.0,1,100,0
32.43,60.18,404.0,86.3,25.0,2,100,0
52.24,89.3,381.4,335.1,15.0,12,250,1
41.42,63.32,407.1,448.8,30.0,8,500,0
43.22,46.05,407.6,64.1,35.0,8,100,0
72.48,88.47,384.0,134.9,40.0,8,100,1
25.65,50.44,407.7,72.7,20.0,1,100,0
54.95,60.48,406.9,856.4,40.0,15,1000,0
48.18,33.38,411.1,45.2,35.0,20,100,0
51.36,71.21,406.0,1012.0,40.0,2,1000,0
28.77,29.03,411.6,406.8,15.0,25,1000,0
93.38,113.6,350.6,187.2,25.0,10,100,2
25.67,49.01,405.8,350.3,15.0,12,500,0
44.61,25.79,409.4,91.1,35.0,15,250,0
57.68,91.53,380.8,347.2,20.0,10,250,1
56.64,81.57,387.9,305.1,25.0,8,250,1
37.39,25.81,410.7,362.5,35.0,1,1000,0
57.02,47.51,407.9,66.4,40.0,25,100,0
60.8,89.9,382.8,1353.1,15.0,20,1000,1
130.2,139.09,335.8,242.0,30.0,12,100,2
49.08,65.55,407.0,91.1,35.0,12,100,0
45.94,52.68,406.2,748.2,35.0,12,1000,0
26.25,26.87,411.4,188.6,15.0,20,500,0
43.49,41.27,409.2,291.8,35.0,12,500,0
135.53,135.98,343.0,227.4,30.0,20,100,2
42.04,29.11,411.9,41.8,30.0,20,100,0
53.92,64.71,406.0,919.7,40.0,12,1000,0
42.5,35.83,408.2,253.1,35.0,8,500,0
37.23,31.03,411.9,110.2,30.0,10,250,0
26.25,25.73,409.4,37.7,20.0,8,100,0
51.9,74.97,403.2,109.3,35.0,10,100,0
31.98,27.22,412.7,380.5,30.0,3,1000,0
31.74,42.89,408.9,606.1,25.0,5,1000,0
60.51,73.15,402.6,1050.3,40.0,20,1000,0
114.79,121.95,347.1,1011.8,40.0,5,500,2
40.4,42.52,409.5,149.0,35.0,5,250,0
72.75,103.05,379.6,390.2,35.0,2,250,1
22.5,58.92,405.2,838.3,15.0,3,1000,0
48.81,20.03,413.8,27.9,40.0,15,100,0
56.88,55.27,405.1,789.4,40.0,20,1000,0
38.67,56.11,408.4,196.4,25.0,15,250,0
27.37,50.44,407.7,713.7,20.0,5,1000,0
98.74,114.19,350.1,940.5,15.0,20,500,2
32.5,30.25,408.6,214.9,30.0,2,500,0
55.23,98.64,382.0,374.6,15.0,8,250,1
41.98,58.04,406.2,205.2,35.0,1,250,0
28.92,42.05,407.9,594.9,20.0,10,1000,0
105.79,123.37,344.3,1034.1,35.0,3,500,2
38.96,34.67,411.7,485.1,30.0,12,1000,0
38.0,32.69,408.3,230.0,30.0,10,500,0
43.36,43.04,407.8,306.7,35.0,8,500,0
67.57,104.95,378.5,161.9,25.0,3,100,1
35.92,42.42,410.1,596.3,30.0,5,1000,0
26.19,25.63,412.6,35.3,20.0,8,100,0
29.44,48.54,406.2,170.6,25.0,1,250,0
30.38,45.83,407.5,323.1,25.0,1,500,0
44.3,22.5,410.5,79.7,30.0,25,250,0
128.0,133.3,343.7,562.6,25.0,20,250,2
56.36,56.85,406.1,405.6,40.0,20,500,0
95.2,120.83,345.6,2021.4,20.0,8,1000,2
45.42,71.62,403.0,1024.9,35.0,2,1000,0
124.96,135.4,342.6,571.1,20.0,20,250,2
30.78,47.75,408.5,168.2,20.0,12,250,0
107.7,135.24,339.2,2303.8,20.0,5,1000,2
54.27,89.75,385.6,333.6,15.0,12,250,1
31.71,67.86,406.1,481.9,20.0,3,500,0
32.12,71.39,404.8,254.6,15.0,12,250,0
111.22,129.57,343.6,1086.9,30.0,5,500,2
34.82,71.87,404.4,511.6,20.0,8,500,0
28.13,74.95,404.5,265.6,15.0,2,250,0
127.42,132.58,341.9,222.1,40.0,8,100,2
30.5,47.82,406.1,338.3,25.0,2,500,0
39.65,36.78,407.7,261.7,35.0,3,500,0
23.43,29.5,412.0,42.8,20.0,5,100,0
38.7,59.73,406.7,422.2,30.0,2,500,0
56.12,95.78,381.9,147.1,25.0,1,100,1
58.27,98.9,380.0,1503.9,20.0,5,1000,1
43.77,43.1,410.4,150.3,40.0,1,250,0
116.81,139.41,340.7,592.0,20.0,8,250,2
126.16,129.37,342.9,544.7,40.0,8,250,2
53.41,36.59,408.7,50.2,40.0,20,100,0
37.57,21.45,410.9,149.2,30.0,12,500,0
52.0,62.48,407.1,223.1,40.0,8,250,0
51.31,56.07,407.8,80.3,40.0,10,100,0
41.72,58.52,407.5,82.4,35.0,1,100,0
32.11,46.81,408.8,662.6,15.0,25,1000,0
46.75,53.9,406.7,764.9,35.0,12,1000,0
49.9,56.59,405.3,805.2,30.0,25,1000,0
41.37,74.2,405.0,529.9,25.0,12,500,0
27.19,53.34,407.4,188.2,20.0,3,250,0
32.62,37.79,407.9,534.5,30.0,1,1000,0
124.89,139.36,337.1,241.6,15.0,20,100,2
49.36,68.13,405.0,241.1,35.0,10,250,0
96.02,116.67,353.8,192.8,25.0,8,100,2
46.19,80.88,387.5,1204.9,15.0,8,1000,1
22.68,41.88,407.5,58.9,15.0,8,100,0
68.87,93.42,385.2,1398.4,30.0,8,1000,1
41.08,63.94,404.2,913.3,20.0,25,1000,0
46.99,60.36,406.4,215.8,40.0,1,250,0
21.54,27.52,409.1,98.0,15.0,12,250,0
109.86,130.86,341.1,552.3,30.0,3,250,2
28.65,55.48,404.7,394.6,20.0,5,500,0
58.31,88.68,381.3,673.3,30.0,1,500,1
27.39,35.4,410.6,123.6,20.0,8,250,0
48.53,98.47,380.4,1494.3,15.0,1,1000,1
58.64,89.71,383.8,134.4,25.0,8,100,1
111.39,133.65,344.1,561.3,25.0,5,250,2
124.19,139.31,336.7,241.3,35.0,3,100,2
31.49,34.42,408.3,47.1,25.0,10,100,0
27.87,26.47,412.8,368.5,20.0,12,1000,0
46.56,41.48,409.0,585.4,40.0,5,1000,0
40.13,68.92,405.9,244.1,25.0,12,250,0
63.53,86.11,382.8,129.6,20.0,20,100,1
35.18,46.49,409.1,657.3,25.0,12,1000,0
42.44,72.2,405.0,103.1,20.0,25,100,0
24.74,43.05,408.6,61.9,20.0,3,100,0
46.08,67.28,403.3,964.5,30.0,15,1000,0
23.82,46.49,406.4,64.9,15.0,8,100,0
75.06,104.54,380.2,160.8,25.0,15,100,1
25.8,45.76,407.8,322.7,20.0,2,500,0
45.27,54.3,408.4,385.9,35.0,10,500,0
47.29,69.28,406.1,984.2,25.0,25,1000,0
36.78,57.73,407.7,819.3,30.0,2,1000,0
29.9,42.87,410.4,149.2,20.0,12,250,0
51.99,28.89,408.8,406.1,40.0,20,1000,0
59.3,90.07,386.3,1344.7,30.0,1,1000,1
143.13,131.59,342.6,2218.5,35.0,25,1000,2
133.85,131.45,344.0,222.4,40.0,15,100,2
33.74,64.86,404.9,461.1,25.0,1,500,0
29.42,45.41,407.6,319.7,20.0,12,500,0
45.44,49.14,408.3,696.5,35.0,12,1000,0
27.51,30.38,409.4,214.7,20.0,12,500,0
131.48,138.21,336.8,591.8,40.0,3,250,2
31.57,24.26,412.2,339.1,30.0,2,1000,0
37.88,23.42,410.4,331.3,30.0,15,1000,0
36.0,74.25,404.9,1057.1,20.0,10,1000,0
32.5,68.09,406.1,241.1,20.0,8,250,0
17.93,26.15,409.4,183.0,15.0,3,500,0
21.7,48.82,409.5,690.0,15.0,2,1000,0
59.31,97.08,384.0,147.5,15.0,15,100,1
37.01,21.4,412.2,73.8,35.0,1,250,0
80.65,90.1,383.6,132.9,40.0,15,100,1
50.6,67.19,405.9,97.2,35.0,12,100,0
28.42,38.11,410.0,270.3,25.0,2,500,0
43.23,37.48,407.7,529.9,30.0,20,1000,0
26.2,51.18,406.9,181.9,20.0,1,250,0
107.43,122.08,346.4,201.9,30.0,10,100,2
31.11,58.26,407.2,824.4,15.0,20,1000,0
43.6,29.39,410.0,105.4,30.0,25,250,0
115.03,125.54,347.1,522.3,35.0,8,250,2
41.04,68.58,402.9,246.7,30.0,2,250,0
31.44,73.3,404.9,1044.9,20.0,2,1000,0
35.48,72.36,404.4,103.7,15.0,20,100,0
61.0,82.19,385.3,306.5,35.0,5,250,1
50.63,64.33,404.9,93.5,30.0,25,100,0
22.39,22.44,411.7,156.2,20.0,3,500,0
78.8,110.02,352.4,453.2,20.0,5,250,2
45.25,56.82,407.4,79.3,35.0,8,100,0
112.59,135.22,339.4,1147.9,20.0,8,500,2
98.92,120.33,347.9,1998.7,15.0,15,1000,2
119.58,121.4,350.2,2003.4,40.0,10,1000,2
31.17,64.4,406.2,458.1,15.0,15,500,0
59.89,101.67,379.6,386.0,15.0,10,250,1
31.02,25.84,411.3,182.0,30.0,1,500,0
32.24,50.25,408.3,177.1,25.0,3,250,0
36.03,56.39,405.5,198.8,30.0,1,250,0
32.69,22.5,411.6,79.4,20.0,25,250,0
134.28,128.87,345.1,2153.8,40.0,15,1000,2
141.57,129.59,341.3,2194.8,35.0,25,1000,2
16.3,27.88,410.1,392.1,15.0,1,1000,0
29.81,40.58,410.8,141.8,20.0,15,250,0
25.9,40.73,407.7,575.2,20.0,5,1000,0
26.47,24.78,410.9,174.8,25.0,2,500,0
87.35,113.41,350.3,464.6,30.0,1,250,2
29.24,36.06,411.6,49.0,20.0,12,100,0
63.45,85.49,383.7,321.9,25.0,15,250,1
54.08,26.8,411.7,374.0,40.0,25,1000,0
26.14,45.58,408.1,64.8,20.0,2,100,0
53.87,74.47,405.8,1058.2,30.0,25,1000,0
